date,ghi_kwh_m2_day,temp_c,wind_ms
2023-05-01,6.0391,26.64,3.96
2023-05-02,3.0245,25.95,1.87
2023-05-03,6.0982,28.02,2.59
2023-05-04,6.2189,30.12,2.93
2023-05-05,6.3526,31.37,2.6
2023-05-06,6.9127,32.93,4.22
2023-05-07,7.5679,29.92,3.88
2023-05-08,7.4616,30.1,2.94
2023-05-09,7.7333,31.33,2.49
2023-05-10,7.7148,32.44,2.43
2023-05-11,7.6841,35.12,2.2
2023-05-12,7.338,35.88,2.7
2023-05-13,6.5753,36.87,2.84
2023-05-14,6.9293,35.04,2.82
2023-05-15,7.1642,35.56,2.09
2023-05-16,6.4027,35.05,2.73
2023-05-17,6.6619,35.66,2.75
2023-05-18,7.1018,32.89,2.28
2023-05-19,7.6138,33.87,3.05
2023-05-20,7.2144,35.0,2.89
2023-05-21,7.0687,36.5,4.24
2023-05-22,6.5753,37.47,5.79
2023-05-23,4.9666,35.86,5.25
2023-05-24,6.5422,35.29,3.19
2023-05-25,6.2424,34.48,4.31
2023-05-26,5.7744,33.59,4.55
2023-05-27,6.9758,31.75,4.67
2023-05-28,4.3769,30.73,4.1
2023-05-29,5.9278,27.85,4.52
2023-05-30,4.2458,26.68,2.64
2023-05-31,6.5062,27.94,2.84
2023-06-01,6.0866,25.81,4.55
2023-06-02,7.1035,28.82,2.26
2023-06-03,6.5371,30.93,2.81
2023-06-04,6.9763,30.95,1.64
2023-06-05,7.1098,32.86,2.84
2023-06-06,3.0852,34.2,2.54
2023-06-07,6.9497,33.87,1.96
2023-06-08,7.309,34.78,2.81
2023-06-09,7.2026,35.6,4.29
2023-06-10,7.0399,35.07,5.11
2023-06-11,6.2868,34.98,3.48
2023-06-12,6.9874,35.72,5.06
2023-06-13,7.3212,35.56,6.26
2023-06-14,7.4429,34.9,6.98
2023-06-15,7.1693,34.07,5.77
2023-06-16,7.1681,34.05,2.68
2023-06-17,6.858,34.71,3.57
2023-06-18,7.1794,35.09,2.34
2023-06-19,6.911,36.86,2.42
2023-06-20,7.1021,38.03,4.96
2023-06-21,6.9794,37.51,5.41
2023-06-22,7.2799,37.84,6.62
2023-06-23,7.2264,38.73,6.18
2023-06-24,7.3188,39.07,6.12
2023-06-25,6.9245,38.9,7.36
2023-06-26,5.6954,35.54,4.88
2023-06-27,5.9386,34.18,2.94
2023-06-28,5.4672,36.17,1.81
2023-06-29,5.2406,36.44,2.55
2023-06-30,5.641,36.97,4.51
2023-07-01,6.643,36.01,3.61
2023-07-02,6.8726,36.04,4.65
2023-07-03,7.0366,38.18,5.37
2023-07-04,7.038,39.13,7.12
2023-07-05,5.658,38.24,3.8
2023-07-06,5.4192,35.71,5.07
2023-07-07,5.0669,34.03,3.59
2023-07-08,4.3666,32.27,2.29
2023-07-09,6.7008,33.0,3.21
2023-07-10,6.8856,34.85,3.56
2023-07-11,6.9211,36.64,2.68
2023-07-12,6.8282,38.77,2.72
2023-07-13,5.9191,38.43,3.5
2023-07-14,5.8178,36.42,3.38
2023-07-15,6.1087,38.07,3.66
2023-07-16,5.6402,37.69,4.46
2023-07-17,5.5666,38.24,3.01
2023-07-18,5.5445,39.08,3.33
2023-07-19,3.9631,37.68,4.27
2023-07-20,3.8213,34.04,3.34
2023-07-21,4.5946,32.32,1.62
2023-07-22,4.35,31.66,2.02
2023-07-23,4.817,31.48,5.09
2023-07-24,3.2779,32.76,3.47
2023-07-25,3.6542,30.79,1.97
2023-07-26,4.1374,30.78,2.0
2023-07-27,6.3691,31.69,3.01
2023-07-28,6.5038,32.83,3.59
2023-07-29,5.7636,33.39,3.02
2023-07-30,6.1894,33.08,3.0
2023-07-31,6.5484,34.33,2.81
2023-08-01,6.8047,34.68,4.49
2023-08-02,6.8177,34.89,5.06
2023-08-03,6.3691,34.65,4.4
2023-08-04,6.3192,34.48,5.24
2023-08-05,6.1565,34.84,5.0
2023-08-06,5.9981,34.58,5.71
2023-08-07,5.2015,34.21,5.44
2023-08-08,5.9494,34.18,4.78
2023-08-09,5.8673,34.64,5.02
2023-08-10,6.2717,34.01,5.27
2023-08-11,6.6024,33.98,4.55
2023-08-12,6.3485,34.94,4.83
2023-08-13,6.2244,35.02,5.99
2023-08-14,5.8934,35.36,5.0
2023-08-15,4.8907,35.64,4.12
2023-08-16,5.4149,35.55,4.6
2023-08-17,5.52,35.09,5.13
2023-08-18,5.6714,35.73,4.34
2023-08-19,5.7235,36.19,2.28
2023-08-20,5.5063,37.15,1.84
2023-08-21,6.1754,37.51,3.28
2023-08-22,6.4963,37.76,5.65
2023-08-23,5.4444,36.57,6.4
2023-08-24,5.0117,34.61,4.52
2023-08-25,5.407,35.01,3.88
2023-08-26,4.4717,34.24,3.69
2023-08-27,5.7876,33.34,3.59
2023-08-28,6.0878,33.98,4.59
2023-08-29,5.376,33.45,3.26
2023-08-30,6.0086,35.43,2.78
2023-08-31,6.3122,34.97,4.86
2023-09-01,6.4241,34.69,5.2
2023-09-02,6.265,33.97,5.52
2023-09-03,6.264,33.91,5.27
2023-09-04,6.2566,34.19,4.77
2023-09-05,6.3586,34.8,3.3
2023-09-06,6.1598,35.9,2.05
2023-09-07,6.1572,35.72,2.03
2023-09-08,6.1918,36.17,2.45
2023-09-09,5.994,36.48,2.59
2023-09-10,6.1147,36.3,2.76
2023-09-11,6.1661,36.19,3.4
2023-09-12,6.1872,36.83,2.98
2023-09-13,6.1126,36.59,2.36
2023-09-14,5.5829,36.91,2.44
2023-09-15,5.1295,36.84,2.64
2023-09-16,5.2572,35.31,2.48
2023-09-17,5.2013,33.87,4.48
2023-09-18,4.7815,32.3,5.46
2023-09-19,3.6266,31.11,5.84
2023-09-20,4.8715,32.57,3.06
2023-09-21,5.6918,34.52,1.96
2023-09-22,5.7365,35.45,3.82
2023-09-23,5.3803,35.37,3.96
2023-09-24,4.7827,35.14,2.29
2023-09-25,4.5204,34.1,2.05
2023-09-26,5.2322,32.65,1.95
2023-09-27,5.2666,33.28,1.58
2023-09-28,5.6407,33.42,3.54
2023-09-29,5.6251,32.16,3.45
2023-09-30,5.4554,29.7,3.19
2023-10-01,5.4917,31.5,1.32
2023-10-02,5.6143,31.7,2.04
2023-10-03,5.7463,31.0,2.32
2023-10-04,5.911,30.48,3.06
2023-10-05,5.658,31.01,2.71
2023-10-06,5.4276,31.37,3.66
2023-10-07,5.1271,31.61,4.01
2023-10-08,4.9034,31.69,3.22
2023-10-09,5.5198,29.55,3.24
2023-10-10,5.2469,28.7,2.61
2023-10-11,5.3225,29.05,1.78
2023-10-12,5.2104,29.94,3.01
2023-10-13,5.1734,30.25,3.69
2023-10-14,4.5014,30.51,3.0
2023-10-15,4.4671,29.19,2.18
2023-10-16,4.493,27.28,2.25
2023-10-17,4.0795,23.58,3.5
2023-10-18,4.7731,23.66,2.01
2023-10-19,4.5833,25.51,2.27
2023-10-20,4.4774,26.18,1.97
2023-10-21,4.1167,26.9,2.08
2023-10-22,4.4071,26.13,2.18
2023-10-23,4.3678,25.78,1.57
2023-10-24,3.9406,26.08,2.25
2023-10-25,3.9619,26.69,1.64
2023-10-26,4.3874,27.37,2.63
2023-10-27,4.188,27.82,2.48
2023-10-28,2.9957,27.81,1.78
2023-10-29,3.9547,28.34,1.74
2023-10-30,3.4726,28.62,1.72
2023-10-31,3.6494,28.39,1.75
2023-11-01,3.2074,26.75,2.14
2023-11-02,2.957,26.27,1.97
2023-11-03,2.9246,25.79,2.06
2023-11-04,2.2788,25.67,2.19
2023-11-05,2.7715,25.3,1.78
2023-11-06,3.0494,25.66,2.35
2023-11-07,2.3736,24.45,2.19
2023-11-08,2.7134,24.65,1.97
2023-11-09,2.6842,26.13,2.48
2023-11-10,3.6914,22.36,3.68
2023-11-11,4.1026,21.25,1.89
2023-11-12,4.1923,21.63,2.29
2023-11-13,3.8333,22.06,2.03
2023-11-14,3.3415,22.62,1.31
2023-11-15,3.7495,21.47,1.61
2023-11-16,4.0032,21.23,1.77
2023-11-17,2.8901,20.27,1.56
2023-11-18,2.6882,20.33,1.63
2023-11-19,2.7218,20.24,2.1
2023-11-20,2.9618,20.18,2.02
2023-11-21,3.095,20.08,1.83
2023-11-22,3.287,19.93,3.63
2023-11-23,3.2887,21.6,3.02
2023-11-24,2.5666,19.93,2.83
2023-11-25,2.7816,19.48,1.82
2023-11-26,1.9466,19.02,2.91
2023-11-27,1.5134,18.92,2.94
2023-11-28,2.591,18.04,2.85
2023-11-29,2.6926,19.45,1.82
2023-11-30,2.9875,20.79,1.62
2023-12-01,2.2966,18.93,2.97
2023-12-02,3.2114,19.46,1.61
2023-12-03,3.415,19.91,0.86
2023-12-04,3.5074,19.55,1.86
2023-12-05,3.5261,19.02,1.66
2023-12-06,3.4378,19.48,0.92
2023-12-07,3.6214,19.01,1.35
2023-12-08,3.5839,17.37,3.5
2023-12-09,3.4918,18.32,1.74
2023-12-10,3.4714,18.64,1.24
2023-12-11,3.3658,16.83,3.22
2023-12-12,3.2455,16.06,1.54
2023-12-13,2.8286,16.24,2.13
2023-12-14,2.37,16.2,2.1
2023-12-15,2.8397,16.61,2.2
2023-12-16,2.6767,16.55,1.92
2023-12-17,2.9748,15.3,2.61
2023-12-18,2.9894,15.88,1.61
2023-12-19,3.5606,15.67,2.73
2023-12-20,3.7596,15.76,2.98
2023-12-21,3.8018,17.07,2.2
2023-12-22,1.3385,15.59,2.35
2023-12-23,3.1793,15.22,3.34
2023-12-24,2.383,14.54,3.02
2023-12-25,2.4396,16.42,1.65
2023-12-26,2.7437,17.31,2.25
2023-12-27,3.257,16.68,2.08
2023-12-28,3.2606,16.43,1.74
2023-12-29,2.1149,15.17,3.39
2023-12-30,2.1442,14.24,2.6
2023-12-31,1.7182,15.07,1.99
